"","dt","N","dx","Nj"
"1",0.000884470096313463,134.597675539081,0.0107484837854712,19.5946019273148
"2",0.000793688906002259,149.992797111467,0.0143635334788394,20.7126941083494
"3",0.000901460948739121,132.060761161237,0.00992668379978326,19.4043282600471
"4",0.000914834038913133,130.130290286371,0.00922854057188171,19.2583114374461
"5",0.000923347046062005,128.930524611896,0.00875516727070333,19.167017410774
"6",0.000950213797426706,125.285087808675,0.00705593385550731,18.886986961001
"7",0.000951373407056446,125.132380372028,0.00697327705914182,18.8751681571047
"8",0.000952687472361354,124.959782196511,0.00687841025518586,18.8618012227564
"9",0.000952199908714536,125.02376649913,0.00691376100870313,18.8667575886463
"10",0.000954073838197837,124.778202987402,0.00677688437278979,18.8477287804591
